"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"Assam",1949,"0","April",0,11542366.0602871,0
"Bihar",1949,"0","April",489,31291283.5732057,15.6273551021321
"Bombay Presidency",1949,"0","April",17,23183388.6736842,0.733283655779664
"Central Province And Berar",1949,"0","April",388,17833534.6794258,21.756763702466
"Coorg",1949,"0","April",0,173668.013397129,0
"Delhi",1949,"0","April",0,1168931.12631579,0
"Punjab",1949,"0","April",74,32631704.3550239,2.26773322027255
"Madras Presidency",1949,"0","April",6,53470906.5894737,0.112210553040841
"Orissa",1949,"0","April",0,9234350.41148325,0
"United Province",1949,"0","April",2670,60811832.3990431,43.9059290711657
"West Bengal",1949,"0","April",12,29519274.4315789,0.406514056699264
"Bengal",1898,"0","May",31,39104349.2667703,0.792750693497484
"North West Province",1898,"0","May",2,47068740.9,0.042491045261846
"Punjab",1898,"0","May",481,19742638.7640478,24.3635111673077
"Central Province",1898,"0","May",0,9080352.82295215,0
"Hyderabad",1898,"1","May",2,10908333.1538756,0.183346068715313
"Madras Presidency",1898,"0","May",0,35400945.0019474,0
"Bombay Presidency",1898,"0","May",2759,15340326.0963684,179.85276079973
"Rajputana Agency",1898,"1","May",0,10514731.5017799,0
"Mysore",1898,"1","May",0,5387278.71892344,0
"Baluchistan Agency",1898,NA,"May",15,796157.583928571,18.8404912580042
"Central India Agency",1898,"1","May",1,6317518.42447368,0.158290001359721
"Tehri Garhwal",1898,"1","May",0,259749.989952153,0
"Cutch",1898,"1","May",0,498110.530191388,0
"Bengal",1899,"0","May",229,40241249.803445,5.69067812551875
"Assam",1899,"0","May",0,5615625.75938756,0
"North West Province",1899,"0","May",0,47149837.6,0
"Punjab",1899,"0","May",31,19835514.8852823,1.56285330526013
"Central Province",1899,"0","May",4,9041723.7227177,0.442393521707574
"Berar",1899,"0","May",0,2740155.04241148,0
"Burma",1899,"0","May",0,10030978.9262857,0
"Madras Presidency",1899,"0","May",29,35672925.5477895,0.812941455030088
"Bombay Presidency",1899,"0","May",2955,15308298.4054737,193.032558010719
"Bombay Presidency",1899,"1","May",729,6534173.96007655,111.567277586142
"Baluchistan Agency",1899,NA,"May",0,801020.389285714,0
"Ajmer Merwara",1899,"0","May",0,430388.627368421,0
"Rajputana Agency",1899,"1","May",0,10343192.6653014,0
"Central India Agency",1899,"1","May",1,5951050.99789474,0.168037545024192
"Coorg",1899,"0","May",0,179949.638086124,0
"Mysore",1899,"1","May",313,5441713.52114833,57.518647165746
"Hyderabad",1899,"1","May",26,10936695.451866,2.37731772951252
"Bengal",1900,"0","May",1432,41261063.3395455,34.7058433326303
"Assam",1900,"0","May",0,5667391.51963636,0
"North West Province",1900,"0","May",0,47230934.3,0
"Punjab",1900,"0","May",77,19903254.3256364,3.86871406756935
"Punjab",1900,"1","May",0,4033211.89090909,0
"Central Province",1900,"0","May",21,9042977.33536364,2.32224401557184
"Berar",1900,"0","May",0,2743095.90018182,0
"Burma",1900,"0","May",0,10269620.4437321,0
"Madras Presidency",1900,"0","May",11,35958367.969,0.305909322956014
"Bombay Presidency",1900,"0","May",1877,15300322.547,122.677152343303
"Bombay Presidency",1900,"1","May",484,6473467.28254545,74.7667330157086
"Baluchistan Agency",1900,NA,"May",0,805883.194642857,0
"Ajmer Merwara",1900,"0","May",0,427605.11,0
"Rajputana Agency",1900,"1","May",0,10217398.1512727,0
"Central India Agency",1900,"1","May",0,5657020.005,0
"Coorg",1900,"0","May",0,180358.291363636,0
"Mysore",1900,"1","May",29,5492569.40318182,5.27986045714788
"Hyderabad",1900,"1","May",33,11012328.7745455,2.99664137128543
"Calcutta City",1900,"0","May",684,907260.281727273,753.918157530028
"Bombay City",1900,"0","May",1141,770049.712818182,1481.72251869848
"Madras City",1900,"0","May",0,527566.889909091,0
"Bengal",1901,"0","May",2521,42149154,59.8114021458177
"Assam",1901,"0","May",0,5726337,0
"United Province Of Agra And Oudh",1901,"0","May",659,47312031,13.9288038596356
"Punjab",1901,"0","May",1700,19942715,85.2441605869612
"North West Frontier Province",1901,"0","May",0,2041534,0
"Punjab",1901,"1","May",413,4031494,102.443411797215
"Jammu And Kashmir",1901,"1","May",149,2905578,51.2806746196454
"Central Province",1901,"0","May",0,9089099,0
"Berar",1901,"0","May",0,2754016,0
"Burma",1901,"0","May",1,10490624,0.0953232143292906
"Madras Presidency",1901,"0","May",33,36258955,0.910119996563608
"Bombay Presidency",1901,"0","May",3345,15319405,218.350516877124
"Bombay Presidency",1901,"1","May",475,6439192,73.7670192160756
"Baluchistan Agency",1901,NA,"May",0,810746,0
"Ajmer Merwara",1901,"0","May",0,426127,0
"Rajputana Agency",1901,"1","May",2,10143066,0.197179038369661
"Central India Agency",1901,"1","May",0,5444480,0
"Coorg",1901,"0","May",0,180607,0
"Mysore",1901,"1","May",119,5539399,21.4824749038659
"Bangalore Civil And Military Station",1901,"1","May",17,89599,189.734260427014
"Hyderabad",1901,"1","May",0,11141142,0
"Calcutta City",1901,"0","May",401,921380,435.21674010723
"Bombay City",1901,"0","May",1151,776006,1483.23595436118
"Madras City",1901,"0","May",0,509346,0
"Bengal",1902,"0","May",2037,42895811.5558086,47.4871537830636
"Assam",1902,"0","May",0,5792953.04747847,0
"United Province Of Agra And Oudh",1902,"0","May",1138,47342750.5700718,24.037471129094
"Punjab",1902,"0","May",20694,19952243.1393732,1037.17661495228
"North West Frontier Province",1902,"0","May",1,2059853.53531579,0.485471409911042
"Punjab",1902,"1","May",6335,4022440.41585646,1574.91456555265
"Jammu And Kashmir",1902,"1","May",344,2937161.29520574,117.119887342075
"Central Province",1902,"0","May",0,9182661.05362679,0
"Berar",1902,"0","May",12,2773361.96286603,4.32687840991337
"Burma",1902,"0","May",0,10692845.6170893,0
"Madras Presidency",1902,"0","May",53,36575030.5057895,1.44907602993279
"Bombay Presidency",1902,"0","May",2416,15367029.0474737,157.219719734777
"Bombay Presidency",1902,"1","May",1090,6432995.77444019,169.438942324636
"Baluchistan Agency",1902,NA,"May",10,815584.134303571,12.2611507254724
"Ajmer Merwara",1902,"0","May",0,426033.521368421,0
"Rajputana Agency",1902,"1","May",6,10123250.0604833,0.59269503016836
"Central India Agency",1902,"1","May",0,5318807.24989474,0
"Coorg",1902,"0","May",0,180682.580995215,0
"Mysore",1902,"1","May",416,5581873.31060287,74.5269512315517
"Bangalore Civil And Military Station",1902,"1","May",30,89748.3465454546,334.267996623269
"Hyderabad",1902,"1","May",0,11325764.5602297,0
"Calcutta City",1902,"0","May",984,934279.598148325,1053.2179038804
"Bombay City",1902,"0","May",1176,785537.406449761,1497.064290439
"Madras City",1902,"0","May",0,483229.062435407,0
"Bengal",1903,"0","May",1272,43511028.3622584,29.2339677520317
"Assam",1903,"0","May",13,5866502.91035407,2.21597094532344
"United Province Of Agra And Oudh",1903,"0","May",3960,47359027.9921531,83.6165809960485
"Punjab",1903,"0","May",40426,19936138.2391962,2027.77486366537
"North West Frontier Province",1903,"0","May",0,2077994.26147368,0
"Punjab",1903,"1","May",4033,4007154.06369378,1006.44994824142
"Jammu And Kashmir",1903,"1","May",354,2967494.09217225,119.29257110698
"Central Province And Berar",1903,"0","May",328,12116427.3552919,27.070685968892
"Burma",1903,"0","May",0,10878404.4988571,0
"Madras Presidency",1903,"0","May",75,36901582.8736842,2.03243314132969
"Madras Presidency",1903,"1","May",NA,430333.693090909,NA
"Bombay Presidency",1903,"0","May",3931,15438585.1882105,254.621777324639
"Bombay Presidency",1903,"1","May",1443,6451369.62920574,223.673434160004
"Baluchistan Agency",1903,NA,"May",1,820274.242285714,1.2191044756123
"Ajmer Merwara",1903,"0","May",0,427140.613052632,0
"Rajputana Agency",1903,"1","May",44,10150347.4164976,4.33482699601846
"Central India Agency",1903,"1","May",184,5270664.87284211,34.9102066701466
"Coorg",1903,"0","May",2,180590.205856459,11.0747977195933
"Mysore",1903,"1","May",164,5620136.79008612,29.180784405336
"Bangalore Civil And Military Station",1903,"1","May",13,90184.7723636364,144.148503780465
"Hyderabad",1903,"1","May",683,11555708.10289,59.1049889733011
"Calcutta City",1903,"0","May",320,946036.570449761,338.253308588131
"Bombay City",1903,"0","May",1580,798411.729492823,1978.92884289622
"Madras City",1903,"0","May",0,450833.411062201,0
"Bengal",1904,"0","May",1938,44009722.4207081,44.0357242309736
"Assam",1904,"0","May",0,5945942.93722966,0
"United Province Of Agra And Oudh",1904,"0","May",5606,47359503.8742345,118.371172444859
"Punjab",1904,"0","May",109892,19900188.1110191,5522.15885533016
"North West Frontier Province",1904,"0","May",0,2095791.59563158,0
"Punjab",1904,"1","May",4708,3987112.6635311,1180.80435575915
"Jammu And Kashmir",1904,"1","May",731,2996517.95313876,243.949814895753
"Central Province And Berar",1904,"0","May",380,12313048.4245407,30.861569523485
"Central Province And Berar",1904,"1","May",0,1127868.04416268,0
"Lower Burma",1904,"0","May",0,5847927.114625,0
"Upper Burma",1904,"0","May",0,5202308.53,0
"Madras Presidency",1904,"0","May",214,37232261.6215789,5.74770348830947
"Madras Presidency",1904,"1","May",0,434269.630545455,0
"Bombay Presidency",1904,"0","May",3939,15527940.7249474,253.671756594971
"Bombay Presidency",1904,"1","May",3182,6489515.42797129,490.329368242944
"Baluchistan Agency",1904,NA,"May",0,824668.297625,0
"Ajmer Merwara",1904,"0","May",23,429198.392736842,53.5882715061847
"Rajputana Agency",1904,"1","May",673,10214090.960512,65.8893681877163
"Central India Agency",1904,"1","May",987,5287037.69978947,186.682988857693
"Coorg",1904,"0","May",0,180339.634717703,0
"Mysore",1904,"1","May",340,5654452.25756938,60.1296084063414
"Bangalore Civil And Military Station",1904,"1","May",29,90881.8021818182,319.095784896327
"Hyderabad",1904,"1","May",153,11817204.8295502,12.9472241707622
"Calcutta City",1904,"0","May",563,956769.126751196,588.438719706312
"Bombay City",1904,"0","May",1006,814276.416535885,1235.45270324757
"Madras City",1904,"0","May",0,414267.591688995,0
"Bengal",1905,"0","May",8891,44406811.7325168,200.217030971615
"Eastern Bengal And Assam",1905,"0","May",3,6067514.6,0.494436387511948
"United Province Of Agra And Oudh",1905,"0","May",35067,47342818.8243062,740.703677365242
"Punjab",1905,"0","May",90885,19850180.5663923,4578.54777169506
"North West Frontier Province",1905,"0","May",1,2113080.95494737,0.473242635431782
"Central Province And Berar",1905,"0","May",212,12534649.6945837,16.9131172522202
"Lower Burma",1905,"0","May",360,5902116.16228571,60.9950719540876
"Upper Burma",1905,"0","May",0,5309157.89142857,0
"Madras Presidency",1905,"0","May",59,37560716.2673684,1.57079006640929
"Bombay Presidency",1905,"0","May",4353,15628962.9604211,278.521358776239
"Ajmer Merwara",1905,"0","May",315,431956.978105263,729.239289944375
